# Auto-generated by gen_game_ctx.py -- DO NOT EDIT
# source_file	line_no	scope	storage	original_name	member_name	kind	type	raw_decl
pokemon.c	58	file	static	sLearningMoveTableID	sLearningMoveTableID	plain	u8	static EWRAM_DATA u8 sLearningMoveTableID = 0;
pokemon.c	59	file	global	gPlayerPartyCount	gPlayerPartyCount	plain	u8	EWRAM_DATA u8 gPlayerPartyCount = 0;
pokemon.c	60	file	global	gEnemyPartyCount	gEnemyPartyCount	plain	u8	EWRAM_DATA u8 gEnemyPartyCount = 0;
pokemon.c	61	file	global	gEnemyParty	gEnemyParty	plain	struct Pokemon[PARTY_SIZE]	EWRAM_DATA struct Pokemon gEnemyParty[PARTY_SIZE] = {};
pokemon.c	62	file	global	gPlayerParty	gPlayerParty	plain	struct Pokemon[PARTY_SIZE]	EWRAM_DATA struct Pokemon gPlayerParty[PARTY_SIZE] = {};
pokemon.c	63	file	global	gMultiuseSpriteTemplate	gMultiuseSpriteTemplate	plain	struct SpriteTemplate	EWRAM_DATA struct SpriteTemplate gMultiuseSpriteTemplate = {0};
pokemon.c	64	file	static	sMonSpritesGfxManager	sMonSpritesGfxManager	plain	struct MonSpritesGfxManager *	static EWRAM_DATA struct MonSpritesGfxManager *sMonSpritesGfxManager = NULL;
pokemon_jump.c	424	file	static	sPokemonJump	sPokemonJump	plain	struct PokemonJump *	EWRAM_DATA static struct PokemonJump *sPokemonJump = NULL;
pokemon_jump.c	425	file	static	sPokemonJumpGfx	sPokemonJumpGfx	plain	struct PokemonJumpGfx *	EWRAM_DATA static struct PokemonJumpGfx *sPokemonJumpGfx = NULL;
pokemon_special_anim.c	14	file	static	sCancelDisabled	sCancelDisabled	plain	bool32	static EWRAM_DATA bool32 sCancelDisabled = FALSE;
pokemon_special_anim.c	15	file	static	sPSATaskId	sPSATaskId	plain	u8	static EWRAM_DATA u8 sPSATaskId = 0;
pokemon_special_anim.c	16	file	static	sPSAWork	sPSAWork	plain	struct PokemonSpecialAnim *	static EWRAM_DATA struct PokemonSpecialAnim * sPSAWork = NULL;
pokemon_storage_system_data.c	15	file	static	sMonBeingCarried	sMonBeingCarried	plain	struct Pokemon	static EWRAM_DATA struct Pokemon sMonBeingCarried = {};
pokemon_storage_system_data.c	16	file	static	sCursorArea	sCursorArea	plain	s8	static EWRAM_DATA s8 sCursorArea = 0;
pokemon_storage_system_data.c	17	file	static	sCursorPosition	sCursorPosition	plain	s8	static EWRAM_DATA s8 sCursorPosition = 0;
pokemon_storage_system_data.c	18	file	static	sIsMonBeingMoved	sIsMonBeingMoved	plain	bool8	static EWRAM_DATA bool8 sIsMonBeingMoved = FALSE;
pokemon_storage_system_data.c	19	file	static	sMovingMonOrigBoxId	sMovingMonOrigBoxId	plain	u8	static EWRAM_DATA u8 sMovingMonOrigBoxId = 0;
pokemon_storage_system_data.c	20	file	static	sMovingMonOrigBoxPos	sMovingMonOrigBoxPos	plain	u8	static EWRAM_DATA u8 sMovingMonOrigBoxPos = 0;
pokemon_storage_system_data.c	21	file	static	sInMultiMoveMode	sInMultiMoveMode	plain	bool8	static EWRAM_DATA bool8 sInMultiMoveMode = FALSE;
pokemon_storage_system_data.c	22	file	static	sSavedCursorPosition	sSavedCursorPosition	plain	u8	static EWRAM_DATA u8 sSavedCursorPosition = 0;
pokemon_storage_system_menu.c	18	file	static	sPreviousBoxOption	sPreviousBoxOption	plain	u8	static EWRAM_DATA u8 sPreviousBoxOption = 0;
pokemon_storage_system_menu.c	19	file	static	sChooseBoxMenu	sChooseBoxMenu	plain	struct ChooseBoxMenu *	static EWRAM_DATA struct ChooseBoxMenu *sChooseBoxMenu = NULL;
pokemon_storage_system_misc.c	15	file	static	sMultiMove	sMultiMove	anon_struct	struct { u8 funcId; u8 state; u8 fromColumn; u8 fromRow; u8 toColumn; u8 toRow; u8 cursorColumn; u8 cursorRow; u8 minColumn; u8 minRow; u8 columnsTotal; u8 rowsTotal; u16 bgX; u16 bgY; u16 bgMoveSteps; struct BoxPokemon boxMons[IN_BOX_COUNT]; } *	static EWRAM_DATA struct\n{\n    u8 funcId;\n    u8 state;\n    u8 fromColumn;\n    u8 fromRow;\n    u8 toColumn;\n    u8 toRow;\n    u8 cursorColumn;\n    u8 cursorRow;\n    u8 minColumn;\n    u8 minRow;\n    u8 columnsTotal;\n    u8 rowsTotal;\n    u16 bgX;\n    u16 bgY;\n    u16 bgMoveSteps;\n    struct BoxPokemon boxMons[IN_BOX_COUNT];\n} *sMultiMove = NULL;
pokemon_storage_system_misc.c	1346	file	static	sUnkUtil	sUnkUtil	plain	struct UnkUtil *	static EWRAM_DATA struct UnkUtil *sUnkUtil = NULL;
pokemon_storage_system_tasks.c	29	file	global	gStorage	gStorage	plain	struct PokemonStorageSystemData *	EWRAM_DATA struct PokemonStorageSystemData *gStorage = NULL;
pokemon_storage_system_tasks.c	30	file	static	sInPartyMenu	sInPartyMenu	plain	bool8	static EWRAM_DATA bool8 sInPartyMenu = 0;
pokemon_storage_system_tasks.c	31	file	static	sCurrentBoxOption	sCurrentBoxOption	plain	u8	static EWRAM_DATA u8 sCurrentBoxOption = 0;
pokemon_storage_system_tasks.c	32	file	static	sDepositBoxId	sDepositBoxId	plain	u8	static EWRAM_DATA u8 sDepositBoxId = 0;
pokemon_storage_system_tasks.c	33	file	static	sWhichToReshow	sWhichToReshow	plain	u8	static EWRAM_DATA u8 sWhichToReshow = 0;
pokemon_storage_system_tasks.c	34	file	static	sLastUsedBox	sLastUsedBox	plain	u8	static EWRAM_DATA u8 sLastUsedBox = 0;
pokemon_storage_system_tasks.c	35	file	static	sMovingItemId	sMovingItemId	plain	u16	static EWRAM_DATA u16 sMovingItemId = ITEM_NONE;
pokemon_summary_screen.c	318	file	static	sMonSummaryScreen	sMonSummaryScreen	plain	struct PokemonSummaryScreenData *	static EWRAM_DATA struct PokemonSummaryScreenData * sMonSummaryScreen = NULL;
pokemon_summary_screen.c	319	file	static	sMonSkillsPrinterXpos	sMonSkillsPrinterXpos	plain	struct Struct203B144 *	static EWRAM_DATA struct Struct203B144 * sMonSkillsPrinterXpos = NULL;
pokemon_summary_screen.c	320	file	static	sMoveSelectionCursorObjs	sMoveSelectionCursorObjs	plain	struct MoveSelectionCursor *[4]	static EWRAM_DATA struct MoveSelectionCursor * sMoveSelectionCursorObjs[4] = {};
pokemon_summary_screen.c	321	file	static	sStatusIcon	sStatusIcon	plain	struct MonStatusIconObj *	static EWRAM_DATA struct MonStatusIconObj * sStatusIcon = NULL;
pokemon_summary_screen.c	322	file	static	sHpBarObjs	sHpBarObjs	plain	struct HpBarObjs *	static EWRAM_DATA struct HpBarObjs * sHpBarObjs = NULL;
pokemon_summary_screen.c	323	file	static	sExpBarObjs	sExpBarObjs	plain	struct ExpBarObjs *	static EWRAM_DATA struct ExpBarObjs * sExpBarObjs = NULL;
pokemon_summary_screen.c	324	file	static	sPokerusIconObj	sPokerusIconObj	plain	struct PokerusIconObj *	static EWRAM_DATA struct PokerusIconObj * sPokerusIconObj = NULL;
pokemon_summary_screen.c	325	file	static	sShinyStarObjData	sShinyStarObjData	plain	struct ShinyStarObjData *	static EWRAM_DATA struct ShinyStarObjData * sShinyStarObjData = NULL;
pokemon_summary_screen.c	326	file	static	sLastViewedMonIndex	sLastViewedMonIndex	plain	u8	static EWRAM_DATA u8 sLastViewedMonIndex = 0;
pokemon_summary_screen.c	327	file	static	sMoveSelectionCursorPos	sMoveSelectionCursorPos	plain	u8	static EWRAM_DATA u8 sMoveSelectionCursorPos = 0;
pokemon_summary_screen.c	328	file	static	sMoveSwapCursorPos	sMoveSwapCursorPos	plain	u8	static EWRAM_DATA u8 sMoveSwapCursorPos = 0;
pokemon_summary_screen.c	329	file	static	sMonPicBounceState	sMonPicBounceState	plain	struct MonPicBounceState *	static EWRAM_DATA struct MonPicBounceState * sMonPicBounceState = NULL;
quest_log.c	78	file	static	sCurrentSceneNum	sCurrentSceneNum	plain	u8	static EWRAM_DATA u8 sCurrentSceneNum = 0;
quest_log.c	79	file	static	sNumScenes	sNumScenes	plain	u8	static EWRAM_DATA u8 sNumScenes = 0;
quest_log.c	80	file	global	gQuestLogState	gQuestLogState	plain	u8	EWRAM_DATA u8 gQuestLogState = 0;
quest_log.c	81	file	static	sRecordSequenceStartIdx	sRecordSequenceStartIdx	plain	u16	static EWRAM_DATA u16 sRecordSequenceStartIdx = 0;
quest_log.c	82	file	static	sWindowIds	sWindowIds__quest_log	plain	u8[4]	static EWRAM_DATA u8 sWindowIds[WIN_COUNT] = {0};
quest_log.c	83	file	global	gQuestLogDefeatedWildMonRecord	gQuestLogDefeatedWildMonRecord	plain	u16 *	EWRAM_DATA u16 *gQuestLogDefeatedWildMonRecord = NULL;
quest_log.c	84	file	global	gQuestLogRecordingPointer	gQuestLogRecordingPointer	plain	u16 *	EWRAM_DATA u16 *gQuestLogRecordingPointer = NULL;
quest_log.c	85	file	static	sEventData	sEventData	plain	u16 *[32]	static EWRAM_DATA u16 *sEventData[32] = {NULL};
quest_log.c	86	file	static	sQuestLogCB	sQuestLogCB	func_ptr	void (*sQuestLogCB)(void)	static EWRAM_DATA void (* sQuestLogCB)(void) = NULL;
quest_log.c	87	file	static	sPalettesBackup	sPalettesBackup	plain	u16 *	static EWRAM_DATA u16 *sPalettesBackup = NULL;
quest_log.c	88	file	static	sPlaybackControl	sPlaybackControl	plain	struct PlaybackControl	static EWRAM_DATA struct PlaybackControl sPlaybackControl = {0};
quest_log.c	89	file	static	sQuestLogActionRecordBuffer	sQuestLogActionRecordBuffer	plain	struct QuestLogAction[128]	static EWRAM_DATA struct QuestLogAction sQuestLogActionRecordBuffer[SCRIPT_BUFFER_SIZE] = {0};
quest_log.c	90	file	global	gQuestLogCurActionIdx	gQuestLogCurActionIdx	plain	u16	EWRAM_DATA u16 gQuestLogCurActionIdx = 0;
quest_log.c	91	file	static	sMovementScripts	sMovementScripts__quest_log	plain	u8[OBJECT_EVENT_TEMPLATES_COUNT][2]	static EWRAM_DATA u8 sMovementScripts[OBJECT_EVENT_TEMPLATES_COUNT][2] = {{0}};
quest_log.c	92	file	static	sNextActionDelay	sNextActionDelay	plain	u16	static EWRAM_DATA u16 sNextActionDelay = 0;
quest_log.c	93	file	static	sLastQuestLogCursor	sLastQuestLogCursor	plain	u16	static EWRAM_DATA u16 sLastQuestLogCursor = 0;
quest_log.c	94	file	static	sFlagOrVarPlayhead	sFlagOrVarPlayhead	plain	u16	static EWRAM_DATA u16 sFlagOrVarPlayhead = 0;
quest_log_events.c	36	file	static	sDeferredEvent	sDeferredEvent	plain	struct DeferredLinkEvent	static EWRAM_DATA struct DeferredLinkEvent sDeferredEvent = {0};
quest_log_events.c	37	file	global	gQuestLogRepeatEventTracker	gQuestLogRepeatEventTracker	plain	struct QuestLogRepeatEventTracker	EWRAM_DATA struct QuestLogRepeatEventTracker gQuestLogRepeatEventTracker = {0};
quest_log_events.c	38	file	static	sStepRecordingMode	sStepRecordingMode	plain	u8	static EWRAM_DATA u8 sStepRecordingMode = 0;
quest_log_events.c	39	file	static	sNewlyEnteredMap	sNewlyEnteredMap	plain	bool8	static EWRAM_DATA bool8 sNewlyEnteredMap = FALSE;
quest_log_events.c	40	file	static	sLastDepartedLocation	sLastDepartedLocation	plain	u8	static EWRAM_DATA u8 sLastDepartedLocation = 0;
quest_log_events.c	41	file	static	sPlayedTheSlots	sPlayedTheSlots	plain	bool8	static EWRAM_DATA bool8 sPlayedTheSlots = FALSE;
region_map.c	280	file	static	sRegionMap	sRegionMap	plain	struct RegionMap *	static EWRAM_DATA struct RegionMap * sRegionMap = NULL;
region_map.c	281	file	static	sSwitchMapMenu	sSwitchMapMenu	plain	struct SwitchMapMenu *	static EWRAM_DATA struct SwitchMapMenu * sSwitchMapMenu = NULL;
region_map.c	282	file	static	sDungeonMapPreview	sDungeonMapPreview	plain	struct DungeonMapPreview *	static EWRAM_DATA struct DungeonMapPreview * sDungeonMapPreview = NULL;
region_map.c	283	file	static	sMapOpenCloseAnim	sMapOpenCloseAnim	plain	struct MapOpenCloseAnim *	static EWRAM_DATA struct MapOpenCloseAnim * sMapOpenCloseAnim = NULL;
region_map.c	284	file	static	sMapCursor	sMapCursor	plain	struct MapCursor *	static EWRAM_DATA struct MapCursor * sMapCursor = NULL;
region_map.c	285	file	static	sPlayerIcon	sPlayerIcon	plain	struct PlayerIcon *	static EWRAM_DATA struct PlayerIcon * sPlayerIcon = NULL;
region_map.c	286	file	static	sMapIcons	sMapIcons	plain	struct MapIcons *	static EWRAM_DATA struct MapIcons * sMapIcons = NULL;
region_map.c	287	file	static	sRegionMapGpuRegs	sRegionMapGpuRegs	plain	struct RegionMapGpuRegs *[3]	static EWRAM_DATA struct RegionMapGpuRegs * sRegionMapGpuRegs[3] = {};
region_map.c	288	file	static	sFlyMap	sFlyMap	plain	struct FlyMap *	static EWRAM_DATA struct FlyMap * sFlyMap = NULL;
roamer.c	19	file	global	sLocationHistory	sLocationHistory	plain	u8[3][2]	EWRAM_DATA u8 sLocationHistory[3][2] = {};
roamer.c	20	file	global	sRoamerLocation	sRoamerLocation	plain	u8[2]	EWRAM_DATA u8 sRoamerLocation[2] = {};
safari_zone.c	9	file	global	gNumSafariBalls	gNumSafariBalls	plain	u8	EWRAM_DATA u8 gNumSafariBalls = 0;
safari_zone.c	10	file	global	gSafariZoneStepCounter	gSafariZoneStepCounter	plain	u16	EWRAM_DATA u16 gSafariZoneStepCounter = 0;
save.c	97	file	global	gSaveDataBuffer	gSaveDataBuffer	plain	struct SaveSector	EWRAM_DATA struct SaveSector gSaveDataBuffer = {0};
save.c	98	file	global	gSaveUnusedVar2	gSaveUnusedVar2	plain	u32	EWRAM_DATA u32 gSaveUnusedVar2 = 0;
save_failed_screen.c	12	file	static	sSaveType	sSaveType	plain	u16	static EWRAM_DATA u16 sSaveType = SAVE_NORMAL;
save_failed_screen.c	13	file	static	sUnused	sUnused__save_failed_screen	plain	u16	static EWRAM_DATA u16 sUnused = 0;
save_failed_screen.c	14	file	static	sSaveFailedScreenState	sSaveFailedScreenState	plain	u8	static EWRAM_DATA u8 sSaveFailedScreenState = 0;
scanline_effect.c	23	file	global	gScanlineEffectRegBuffers	gScanlineEffectRegBuffers	plain	u16[2][0x3C0]	EWRAM_DATA u16 gScanlineEffectRegBuffers[2][0x3C0] = {0};
scanline_effect.c	25	file	global	gScanlineEffect	gScanlineEffect	plain	struct ScanlineEffect	EWRAM_DATA struct ScanlineEffect gScanlineEffect = {0};
scanline_effect.c	26	file	static	sShouldStopWaveTask	sShouldStopWaveTask	plain	bool8	EWRAM_DATA static bool8 sShouldStopWaveTask = FALSE;
scrcmd.c	49	file	static	sAddressOffset	sAddressOffset	plain	ptrdiff_t	static EWRAM_DATA ptrdiff_t sAddressOffset = 0; // For relative addressing in vgoto etc., used by saved scripts (e.g. Mystery Event)
scrcmd.c	50	file	static	sQuestLogWaitButtonPressTimer	sQuestLogWaitButtonPressTimer	plain	u8	static EWRAM_DATA u8 sQuestLogWaitButtonPressTimer = 0;
scrcmd.c	51	file	static	sPauseCounter	sPauseCounter	plain	u16	static EWRAM_DATA u16 sPauseCounter = 0;
scrcmd.c	52	file	static	sMovingNpcId	sMovingNpcId	plain	u16	static EWRAM_DATA u16 sMovingNpcId = 0;
scrcmd.c	53	file	static	sMovingNpcMapGroup	sMovingNpcMapGroup	plain	u16	static EWRAM_DATA u16 sMovingNpcMapGroup = 0;
scrcmd.c	54	file	static	sMovingNpcMapNum	sMovingNpcMapNum	plain	u16	static EWRAM_DATA u16 sMovingNpcMapNum = 0;
scrcmd.c	55	file	static	sFieldEffectScriptId	sFieldEffectScriptId	plain	u16	static EWRAM_DATA u16 sFieldEffectScriptId = 0;
script.c	27	file	global	gWalkAwayFromSignInhibitTimer	gWalkAwayFromSignInhibitTimer	plain	u8	EWRAM_DATA u8 gWalkAwayFromSignInhibitTimer = 0;
script.c	28	file	global	gRamScriptRetAddr	gRamScriptRetAddr	plain	const u8 *	EWRAM_DATA const u8 *gRamScriptRetAddr = NULL;
script_menu.c	27	file	static	sDelay	sDelay	plain	u8	static EWRAM_DATA u8 sDelay = 0;
script_movement.c	8	file	static	sMovementScripts	sMovementScripts__script_movement	plain	const u8 *[OBJECT_EVENTS_COUNT]	static EWRAM_DATA const u8 (*sMovementScripts[OBJECT_EVENTS_COUNT]) = {};
seagallop.c	21	file	static	sBg3TilemapBuffer	sBg3TilemapBuffer__seagallop	plain	void *	static EWRAM_DATA void *sBg3TilemapBuffer = NULL;
shop.c	72	file	static	sViewportObjectEvents	sViewportObjectEvents	plain	s16[OBJECT_EVENTS_COUNT][4]	static EWRAM_DATA s16 sViewportObjectEvents[OBJECT_EVENTS_COUNT][4] = {0};
shop.c	73	file	static	sShopData	sShopData	plain	struct ShopData	static EWRAM_DATA struct ShopData sShopData = {0};
shop.c	74	file	static	sShopMenuWindowId	sShopMenuWindowId	plain	u8	static EWRAM_DATA u8 sShopMenuWindowId = 0;
shop.c	75	file	global	gShopTilemapBuffer1	gShopTilemapBuffer1	ptr_to_array	u16 (*gShopTilemapBuffer1)[0x400]	EWRAM_DATA u16 (*gShopTilemapBuffer1)[0x400] = {0};
shop.c	76	file	global	gShopTilemapBuffer2	gShopTilemapBuffer2	ptr_to_array	u16 (*gShopTilemapBuffer2)[0x400]	EWRAM_DATA u16 (*gShopTilemapBuffer2)[0x400] = {0};
shop.c	77	file	global	gShopTilemapBuffer3	gShopTilemapBuffer3	ptr_to_array	u16 (*gShopTilemapBuffer3)[0x400]	EWRAM_DATA u16 (*gShopTilemapBuffer3)[0x400] = {0};
shop.c	78	file	global	gShopTilemapBuffer4	gShopTilemapBuffer4	ptr_to_array	u16 (*gShopTilemapBuffer4)[0x400]	EWRAM_DATA u16 (*gShopTilemapBuffer4)[0x400] = {0};
shop.c	79	file	global	sShopMenuListMenu	sShopMenuListMenu	plain	struct ListMenuItem *	EWRAM_DATA struct ListMenuItem *sShopMenuListMenu = {0};
shop.c	80	file	static	sShopMenuItemStrings	sShopMenuItemStrings	ptr_to_array	u8 (*sShopMenuItemStrings)[13]	static EWRAM_DATA u8 (*sShopMenuItemStrings)[13] = {0};
shop.c	81	file	global	sHistory	sHistory	plain	struct QuestLogEvent_Shop[2]	EWRAM_DATA struct QuestLogEvent_Shop sHistory[2] = {0};
slot_machine.c	158	file	static	sSlotMachineState	sSlotMachineState	plain	struct SlotMachineState *	static EWRAM_DATA struct SlotMachineState * sSlotMachineState = NULL;
slot_machine.c	159	file	static	sSlotMachineGfxManager	sSlotMachineGfxManager	plain	struct SlotMachineGfxManager *	static EWRAM_DATA struct SlotMachineGfxManager * sSlotMachineGfxManager = NULL;
sound.c	23	file	global	gMPlay_PokemonCry	gMPlay_PokemonCry	plain	struct MusicPlayerInfo *	EWRAM_DATA struct MusicPlayerInfo* gMPlay_PokemonCry = NULL;
sound.c	24	file	global	gPokemonCryBGMDuckingCounter	gPokemonCryBGMDuckingCounter	plain	u8	EWRAM_DATA u8 gPokemonCryBGMDuckingCounter = 0;
special_field_anim.c	9	file	static	sEscalatorTaskId	sEscalatorTaskId	plain	u8	static EWRAM_DATA u8 sEscalatorTaskId = 0;
sprite.c	276	file	global	gSprites	gSprites	plain	struct Sprite[MAX_SPRITES + 1]	EWRAM_DATA struct Sprite gSprites[MAX_SPRITES + 1] = {0};
sprite.c	277	file	global	gSpritePriorities	gSpritePriorities	plain	u16[MAX_SPRITES]	EWRAM_DATA u16 gSpritePriorities[MAX_SPRITES] = {0};
sprite.c	278	file	global	gSpriteOrder	gSpriteOrder	plain	u8[MAX_SPRITES]	EWRAM_DATA u8 gSpriteOrder[MAX_SPRITES] = {0};
sprite.c	279	file	global	gShouldProcessSpriteCopyRequests	gShouldProcessSpriteCopyRequests	plain	bool8	EWRAM_DATA bool8 gShouldProcessSpriteCopyRequests = 0;
sprite.c	280	file	global	gSpriteCopyRequestCount	gSpriteCopyRequestCount	plain	u8	EWRAM_DATA u8 gSpriteCopyRequestCount = 0;
sprite.c	281	file	global	gSpriteCopyRequests	gSpriteCopyRequests	plain	struct SpriteCopyRequest[MAX_SPRITES]	EWRAM_DATA struct SpriteCopyRequest gSpriteCopyRequests[MAX_SPRITES] = {0};
sprite.c	282	file	global	gOamLimit	gOamLimit	plain	u8	EWRAM_DATA u8 gOamLimit = 0;
sprite.c	283	file	global	gReservedSpriteTileCount	gReservedSpriteTileCount	plain	u16	EWRAM_DATA u16 gReservedSpriteTileCount = 0;
sprite.c	284	file	global	gSpriteTileAllocBitmap	gSpriteTileAllocBitmap	plain	u8[128]	EWRAM_DATA u8 gSpriteTileAllocBitmap[128] = {0};
sprite.c	285	file	global	gSpriteCoordOffsetX	gSpriteCoordOffsetX	plain	s16	EWRAM_DATA s16 gSpriteCoordOffsetX = 0;
sprite.c	286	file	global	gSpriteCoordOffsetY	gSpriteCoordOffsetY	plain	s16	EWRAM_DATA s16 gSpriteCoordOffsetY = 0;
sprite.c	287	file	global	gOamMatrices	gOamMatrices	plain	struct OamMatrix[OAM_MATRIX_COUNT]	EWRAM_DATA struct OamMatrix gOamMatrices[OAM_MATRIX_COUNT] = {0};
sprite.c	288	file	global	gAffineAnimsDisabled	gAffineAnimsDisabled	plain	bool8	EWRAM_DATA bool8 gAffineAnimsDisabled = 0;
start_menu.c	62	file	static	sStartMenuCallback	sStartMenuCallback	func_ptr	bool8 (*sStartMenuCallback)(void)	static EWRAM_DATA bool8 (*sStartMenuCallback)(void) = NULL;
start_menu.c	63	file	static	sStartMenuCursorPos	sStartMenuCursorPos	plain	u8	static EWRAM_DATA u8 sStartMenuCursorPos = 0;
start_menu.c	64	file	static	sNumStartMenuItems	sNumStartMenuItems	plain	u8	static EWRAM_DATA u8 sNumStartMenuItems = 0;
start_menu.c	65	file	static	sStartMenuOrder	sStartMenuOrder	plain	u8[10]	static EWRAM_DATA u8 sStartMenuOrder[MAX_STARTMENU_ITEMS] = {};
start_menu.c	66	file	static	sDrawStartMenuState	sDrawStartMenuState	plain	s8[2]	static EWRAM_DATA s8 sDrawStartMenuState[2] = {};
start_menu.c	67	file	static	sSafariZoneStatsWindowId	sSafariZoneStatsWindowId	plain	u8	static EWRAM_DATA u8 sSafariZoneStatsWindowId = 0;
start_menu.c	68	file	static	sSaveStatsWindowId	sSaveStatsWindowId	plain	u8	static ALIGNED(4) EWRAM_DATA u8 sSaveStatsWindowId = 0;
string_util.c	4	file	global	gStringVar1	gStringVar1	plain	u8[32]	EWRAM_DATA u8 gStringVar1[32] = {};
string_util.c	5	file	global	gStringVar2	gStringVar2	plain	u8[20]	EWRAM_DATA u8 gStringVar2[20] = {};
string_util.c	6	file	global	gStringVar3	gStringVar3	plain	u8[20]	EWRAM_DATA u8 gStringVar3[20] = {};
string_util.c	7	file	global	gStringVar4	gStringVar4	plain	u8[1000]	EWRAM_DATA u8 gStringVar4[1000] = {};
string_util.c	8	file	global	gUnknownStringVar	gUnknownStringVar	plain	u8[16]	EWRAM_DATA u8 gUnknownStringVar[16] = {0};
teachy_tv.c	53	file	static	sStaticResources	sStaticResources	plain	struct TeachyTvCtrlBlk	static EWRAM_DATA struct TeachyTvCtrlBlk sStaticResources = {0};
teachy_tv.c	54	file	static	sResources	sResources__teachy_tv	plain	struct TeachyTvBuf *	static EWRAM_DATA struct TeachyTvBuf * sResources = NULL;
text_printer.c	8	file	static	sTempTextPrinter	sTempTextPrinter	plain	struct TextPrinter	static EWRAM_DATA struct TextPrinter sTempTextPrinter = {0};
text_printer.c	9	file	static	sTextPrinters	sTextPrinters	plain	struct TextPrinter[NUM_TEXT_PRINTERS]	static EWRAM_DATA struct TextPrinter sTextPrinters[NUM_TEXT_PRINTERS] = {0};
tilemap_util.c	40	file	static	sTilemapUtil	sTilemapUtil	plain	struct TilemapUtil *	static EWRAM_DATA struct TilemapUtil *sTilemapUtil = NULL;
tilemap_util.c	41	file	static	sNumTilemapUtilIds	sNumTilemapUtilIds	plain	u16	static EWRAM_DATA u16 sNumTilemapUtilIds = 0;
tileset_anims.c	3	file	static	sTilesetDMA3TransferBuffer	sTilesetDMA3TransferBuffer	anon_struct	struct { const u16 *src; u16 *dest; u16 size; }	static EWRAM_DATA struct {\n    const u16 *src;\n    u16 *dest;\n    u16 size;\n} sTilesetDMA3TransferBuffer[20] = {0};
title_screen.c	36	file	static	sTitleScreenTimerTaskId	sTitleScreenTimerTaskId	plain	u8	static EWRAM_DATA u8 sTitleScreenTimerTaskId = 0;
tm_case.c	85	file	static	sTMCaseStaticResources	sTMCaseStaticResources	anon_struct	struct { void (* exitCallback)(void); u8 menuType; bool8 allowSelectClose; u8 unused; u16 selectedRow; u16 scrollOffset; }	static EWRAM_DATA struct {\n    void (* exitCallback)(void);\n    u8 menuType;\n    bool8 allowSelectClose;\n    u8 unused;\n    u16 selectedRow;\n    u16 scrollOffset;\n} sTMCaseStaticResources = {};
tm_case.c	95	file	static	sTMCaseDynamicResources	sTMCaseDynamicResources	anon_struct	struct { void (* nextScreenCallback)(void); u8 discSpriteId; u8 maxTMsShown; u8 numTMs; u8 contextMenuWindowId; u8 scrollArrowsTaskId; u16 currItem; const u8 * menuActionIndices; u8 numMenuActions; s16 seqId; u8 unused[8]; } *	static EWRAM_DATA struct {\n    void (* nextScreenCallback)(void);\n    u8 discSpriteId;\n    u8 maxTMsShown;\n    u8 numTMs;\n    u8 contextMenuWindowId;\n    u8 scrollArrowsTaskId;\n    u16 currItem;\n    const u8 * menuActionIndices;\n    u8 numMenuActions;\n    s16 seqId;\n    u8 unused[8];\n} * sTMCaseDynamicResources = NULL;
tm_case.c	110	file	static	sPokedudeBagBackup	sPokedudeBagBackup	anon_struct	struct { struct ItemSlot bagPocket_TMHM[BAG_TMHM_COUNT]; struct ItemSlot bagPocket_KeyItems[BAG_KEYITEMS_COUNT]; u16 selectedRow; u16 scrollOffset; } *	static EWRAM_DATA struct {\n    struct ItemSlot bagPocket_TMHM[BAG_TMHM_COUNT];\n    struct ItemSlot bagPocket_KeyItems[BAG_KEYITEMS_COUNT];\n    u16 selectedRow;\n    u16 scrollOffset;\n} * sPokedudeBagBackup = NULL;
tm_case.c	117	file	static	sTilemapBuffer	sTilemapBuffer	plain	void *	static EWRAM_DATA void *sTilemapBuffer = NULL;
tm_case.c	118	file	static	sListMenuItemsBuffer	sListMenuItemsBuffer	plain	struct ListMenuItem *	static EWRAM_DATA struct ListMenuItem * sListMenuItemsBuffer = NULL;
tm_case.c	119	file	static	sListMenuStringsBuffer	sListMenuStringsBuffer	ptr_to_array	u8 (*sListMenuStringsBuffer)[29]	static EWRAM_DATA u8 (* sListMenuStringsBuffer)[29] = NULL;
tm_case.c	120	file	static	sTMSpritePaletteBuffer	sTMSpritePaletteBuffer	plain	u16 *	static EWRAM_DATA u16 * sTMSpritePaletteBuffer = NULL;
